# Fields: Hash, Region, Board, PCB, Chip, Mapper, PrgRomSize, ChrRomSize, ChrRamSize, PrgRamSize, Battery, Mirroring, SubMapper, Title
3525548142955285,NTSC,,,,1,8,0,1,2,true,SingleScreenA,0,"Dungeon Kid (Japan).nes"
4770734571458133,NTSC,,,,4,32,32,0,0,true,Horizontal,0,"Hoshi no Kirby - Yume no Izumi no Monogatari (Japan).nes"
11263037245411186,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Little Ninja Brothers (USA).nes"
17123458911845615,NTSC,,,,1,8,0,1,2,false,SingleScreenA,0,"M.U.L.E. (USA).nes"
22264234244545855,NTSC,,,,5,16,16,0,4,true,Horizontal,0,"Nobunaga\'s Ambition II (USA).nes"
30712191589082369,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Batman - The Video Game (USA).nes"
31450944788160909,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Sesame Street ABC & 123 (USA).nes"
34780704669536834,NTSC,,,,1,16,0,1,2,true,SingleScreenA,0,"Final Fantasy II (USA) (Proto).nes"
41597205704495120,PAL,,,,2,8,0,1,0,false,Vertical,0,"Jack Nicklaus\' Greatest 18 Holes of Major Championship Golf (Europe).nes"
48836600488715039,NTSC,,,,0,2,1,0,0,false,Vertical,0,"Gyromite (World).nes"
55798787240388063,NTSC,,,,1,4,2,0,2,true,SingleScreenA,0,"Dragon Warrior (USA) (Rev A).nes"
56993788687882802,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Addams Family, The (USA).nes"
59541260490232239,NTSC,,,,1,16,0,1,2,true,SingleScreenA,0,"Deep Dungeon IV - Kuro no Youjutsushi (Japan).nes"
76362783699431779,NTSC,,,,0,1,1,0,0,false,Horizontal,0,"Pac-Man (Japan) (Rev A).nes"
78512247320340310,NTSC,,,,3,2,2,0,0,false,Vertical,0,"Ikinari Musician (Japan).nes"
81048345132173110,PAL,,,,1,8,16,0,2,false,SingleScreenA,0,"Rainbow Islands - Bubble Bobble 2 (Europe).nes"
81388020119402904,NTSC,,,,3,2,1,0,0,false,Horizontal,0,"Fire Dragon (Asia) (Unl).nes"
83834537398596249,NTSC,,,,3,2,4,0,0,false,Vertical,0,"Mickey Mouse - Fushigi no Kuni no Daibouken (Japan).nes"
106532993254428680,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Darkwing Duck (USA).nes"
106780250496423255,NTSC,,,,1,8,0,1,2,false,SingleScreenA,0,"Mezase Pachi Pro - Pachio-kun (Japan).nes"
113704398057717645,NTSC,,,,0,2,1,0,0,false,Horizontal,0,"Lot Lot (Japan).nes"
119378311844551520,PAL,,,,2,8,0,1,0,false,Vertical,0,"Rod Land featuring Rit and Tam (Europe) (Beta).nes"
133284173839577136,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Bigfoot (USA).nes"
137185852609966217,NTSC,,,,3,2,4,0,0,false,Horizontal,0,"Bump\'n\'Jump (USA).nes"
139772950660120977,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Tatakai no Banka (Japan) (Rev A).nes"
144052593591617577,PAL,,,,0,1,1,0,0,false,Horizontal,0,"Devil World (Europe).nes"
145942682843262827,PAL,,,,0,2,4,0,0,false,Vertical,0,"Master Chu and the Drunkard Hu (Asia) (PAL) (Unl).nes"
147962507304774381,NTSC,,,,3,2,1,0,0,false,Vertical,0,"Monstruo de los Globos, El (Spain) (Rev 1) (Gluk Video) (Unl).nes"
161388480754987736,PAL,,,,1,8,16,0,2,false,SingleScreenA,0,"Ghostbusters II (Europe).nes"
169608372898551743,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Fighting Golf (Japan).nes"
175667776196634331,NTSC,,,,0,1,1,0,0,false,Vertical,0,"Bomberman (USA).nes"
181426592240944419,PAL,,,,4,8,16,0,0,false,Horizontal,0,"Alien 3 (Europe).nes"
182238642442372845,NTSC,,,,7,16,0,1,0,false,Horizontal,0,"R.C. Pro-Am II (USA).nes"
196230878819622852,NTSC,,,,1,32,0,1,2,false,SingleScreenA,0,"Ninjara Hoi! (Japan).nes"
205369185284735563,PAL,,,,0,2,1,0,0,false,Vertical,0,"Dancing Blocks (Asia) (PAL) (Unl).nes"
228768043819515335,NTSC,,,,0,2,1,0,0,false,Vertical,0,"Onyanko Town (Japan).nes"
230695578318552504,NTSC,,,,2,8,0,1,0,false,Vertical,0,"WWF Wrestlemania Challenge (USA).nes"
231595377598181648,NTSC,,,,4,32,32,0,0,true,Horizontal,0,"Kirby\'s Adventure (Canada).nes"
231915433007051916,NTSC,,,,4,16,16,0,0,true,Vertical,0,"Tower of Radia (USA) (Proto).nes"
239989294102487310,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Akumajou Dracula (Japan).nes"
241429986219363727,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Drac\'s Night Out (USA) (Proto).nes"
244945196681887382,PAL,,,,2,8,0,1,0,false,Vertical,0,"Castelian (Europe).nes"
254703415942040142,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Double Dragon - Sou Setsu Ryuu (Japan).nes"
274082718174130836,NTSC,,,,3,2,4,0,0,false,Vertical,0,"Sanrio Carnival 2 (Japan).nes"
284236516755961736,NTSC,,,,3,2,4,0,0,false,Vertical,0,"Tetsudou Ou - Famicom Boardgame (Japan).nes"
285517267545612431,PAL,,,,1,8,16,0,2,true,SingleScreenA,0,"Pirates! (Europe).nes"
286746746289346361,PAL,,,,1,8,16,0,2,false,SingleScreenA,0,"Operation Wolf (Europe).nes"
296301212012000172,NTSC,,,,1,8,4,0,2,false,SingleScreenA,0,"Igo Shinan \'91 (Japan).nes"
311428808484863574,NTSC,,,,1,8,16,0,2,true,SingleScreenA,0,"Baseball Star - Mezase Sankanou!! (Japan).nes"
330681231378882481,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Family Quiz - 4-nin wa Rival (Japan).nes"
333448987258847197,NTSC,,,,0,2,1,0,0,true,Vertical,0,"Family BASIC (Japan) (v3.0).nes"
337395873652068224,PAL,,,,1,8,16,0,2,false,SingleScreenA,0,"P.O.W. - Prisoners of War (Europe).nes"
368691795002607506,NTSC,,,,1,16,0,1,2,true,SingleScreenA,0,"Final Fantasy II (Japan).nes"
374545106342209974,PAL,,,,1,2,4,0,2,false,SingleScreenA,0,"Adventures of Lolo (Europe).nes"
378133000519426289,NTSC,,,,0,1,1,0,0,false,Vertical,0,"Millipede (USA).nes"
391309616595388037,NTSC,,,,4,8,32,0,0,false,Horizontal,0,"JuJu Densetsu (Japan).nes"
393077450922014229,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Tatakai no Banka (Japan).nes"
444068956220330017,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Infiltrator (USA).nes"
445360796252965507,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Super Jeopardy! (USA).nes"
448613999594749364,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Home Alone 2 - Lost in New York (USA).nes"
448618011740964833,PAL,,,,1,8,16,0,2,false,SingleScreenA,0,"Iron Tank - The Invasion of Normandy (Europe).nes"
459429920864150214,NTSC,,,,4,16,16,0,0,true,Horizontal,0,"Pachio-kun 5 (Japan).nes"
461866383181282758,NTSC,,,,1,8,16,0,2,true,SingleScreenA,0,"Obocchama-kun (Japan).nes"
461880636011392536,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Krion Conquest, The (USA).nes"
479498138023120116,NTSC,,,,4,4,4,0,0,false,Vertical,0,"Vindicators (USA) (Unl).nes"
518817945067664848,NTSC,,,,2,8,0,1,0,false,Horizontal,0,"Rainbow Islands (USA).nes"
527583329642445262,NTSC,,,,1,16,0,1,2,true,SingleScreenA,0,"Best Play Pro Yakyuu \'90 (Japan).nes"
532279674669121238,NTSC,,,,1,8,0,1,2,false,SingleScreenA,0,"Rad Racer (USA).nes"
539667255444162629,NTSC,,,,0,2,1,0,0,false,Vertical,0,"Sqoon (Japan) (Rev A).nes"
542023908333788639,NTSC,,,,1,16,0,1,2,true,SingleScreenA,0,"Isaki Shuugorou no Keiba Hisshou Gaku (Japan).nes"
544158379645324543,PAL,,,,0,1,1,0,0,false,Horizontal,0,"Baseball (USA, Europe).nes"
560610104829427233,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"RoboCop (USA).nes"
562541932925258676,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Nichibutsu Mahjong III - Mahjong G Men (Japan).nes"
581889042494404328,NTSC,,,,0,1,1,0,0,false,Vertical,0,"Raid on Bungeling Bay (USA).nes"
590407701912385519,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Loopz (USA).nes"
595299740377234382,NTSC,,,,4,32,0,1,0,true,Vertical,0,"Tenchi o Kurau II - Shokatsu Koumei Den (Japan).nes"
597975620044641538,NTSC,,,,0,2,1,0,0,false,Horizontal,0,"Zunou Senkan Galg (Japan).nes"
603458441052031603,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Magic Darts (Japan).nes"
604451921506404496,NTSC,,,,0,2,1,0,0,false,Vertical,0,"Sqoon (Japan).nes"
615362136754085001,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Kyuukyoku Tiger (Japan).nes"
638808409692995625,NTSC,,,,4,8,4,0,0,false,Horizontal,0,"Mappy-Land (USA).nes"
639284791981322996,NTSC,,,,1,16,0,1,2,false,SingleScreenA,0,"Kabushiki Doujou (Japan).nes"
672874152495962865,NTSC,,,,1,8,16,0,2,true,SingleScreenA,0,"Baseball Simulator 1.000 (USA).nes"
674256593211864143,NTSC,,,,2,8,0,1,0,false,Horizontal,0,"Shufflepuck Cafe (Japan).nes"
675688771563322786,NTSC,,,,3,2,4,0,0,false,Vertical,0,"Family Trainer 1 - Athletic World (Japan).nes"
676358130481320659,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Hyaku no Sekai no Monogatari - The Tales on a Watery Wilderness (Japan).nes"
679137289040354899,NTSC,,,,2,8,0,1,0,false,Horizontal,0,"Top Gun (Japan).nes"
695555388177687488,PAL,,,,2,8,0,1,0,false,Vertical,0,"Trog! (Europe).nes"
697092386159183823,NTSC,,,,4,8,32,0,0,true,Horizontal,0,"Nakayoshi to Issho (Japan).nes"
714210025088432324,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Tetris Flash (Japan).nes"
718202190304916034,PAL,,,,4,8,16,0,0,false,Vertical,0,"Parodius (Europe) (Beta).nes"
724811546470324656,NTSC,,,,0,2,1,0,0,false,Vertical,0,"Ninja Hattori-kun - Ninja wa Syugyou de Gozaru (Japan).nes"
735097389744022147,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Saint Seiya - Ougon Densetsu Kanketsu Hen (Japan).nes"
745592635818033729,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"James Bond Jr (USA).nes"
756320531654689613,NTSC,,,,1,16,0,1,2,false,SingleScreenA,0,"Robin Hood - Prince of Thieves (Spain).nes"
772863165995869734,NTSC,,,,1,16,0,1,2,false,SingleScreenA,0,"Ikari II - Dogosoken (Japan).nes"
781086166480972691,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Vegas Dream (USA).nes"
808585672014826361,NTSC,,,,0,1,1,0,0,false,Horizontal,0,"Donkey Kong (World) (Rev A).nes"
821699068590172256,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Twin Eagle (Japan).nes"
824697459984805999,NTSC,,,,4,8,32,0,0,true,Horizontal,0,"Deja Vu (Japan).nes"
825295311004881962,NTSC,,,,1,16,16,0,2,false,SingleScreenA,0,"Goal! (USA).nes"
834380480349642922,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Golgo 13 - Dainishou - Icarus no Nazo (Japan).nes"
837940860034764232,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Time Diver Eon Man (USA) (Proto).nes"
839096461538078797,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Wanpaku Duck Yume Bouken (Japan) (Beta).nes"
858783403470100062,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Sensha Senryaku - Sabaku no Kitsune (Japan).nes"
860840640833117060,NTSC,,,,3,2,4,0,0,false,Horizontal,0,"Exploding Fist (USA) (Proto 1).nes"
862019271957867916,NTSC,,,,1,2,2,0,2,false,SingleScreenA,0,"Virus (USA) (Beta) (1990-02-02).nes"
871112167728327697,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Banana Prince (Germany).nes"
880031548565507823,PAL,,,,2,8,0,1,0,false,Vertical,0,"Pro Wrestling (Europe).nes"
896559826343932611,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Untouchables, The (Japan).nes"
900513157092446254,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"P.O.W. - Prisoners of War (USA).nes"
910073870178025723,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Saiyuuki World (Japan).nes"
913919388921965455,PAL,,,,1,16,0,1,2,false,SingleScreenA,0,"Robin Hood - Prince of Thieves (Europe).nes"
922613776469894643,NTSC,,,,4,32,32,0,0,true,Vertical,0,"Kirby\'s Adventure (France).nes"
924760297738761732,NTSC,,,,2,8,0,1,0,false,Horizontal,0,"Ikari Warriors (USA).nes"
929143648098138364,NTSC,,,,7,16,0,1,0,false,Horizontal,0,"Wizards & Warriors III - Kuros...Visions of Power (USA).nes"
937446009520006072,NTSC,,,,0,2,1,0,0,false,Horizontal,0,"1942 (Japan, USA).nes"
940453019306713774,NTSC,,,,155,8,16,0,2,false,SingleScreenA,0,"Tatakae!! Rahmen Man - Sakuretsu Choujin 102 Gei (Japan).nes"
958022601793508728,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Metal Gear (USA).nes"
966247661623805453,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Flying Warriors (USA) (Beta).nes"
973501839717939267,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Teenage Mutant Ninja Turtles - Tournament Fighters (USA).nes"
1011376795223088851,PAL,,,,4,8,16,0,0,false,Horizontal,0,"Top Gun - The Second Mission (Europe).nes"
1016219593739667260,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Secret Ties (USA) (Proto).nes"
1022236795601054274,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Yume Penguin Monogatari (Japan).nes"
1024257830838632098,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Three Stooges, The (USA) (Beta).nes"
1041200132813812096,NTSC,,,,0,2,1,0,0,false,Horizontal,0,"Elevator Action (USA).nes"
1044856844161763206,NTSC,,,,4,8,16,0,0,true,Horizontal,0,"Kamen Rider SD - Granshocker no Yabou (Japan).nes"
1072240913682511652,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Double Dribble (USA).nes"
1073112830581737233,NTSC,,,,0,2,1,0,0,false,Vertical,0,"Dough Boy (Japan).nes"
1082484462620527792,NTSC,,,,4,8,16,0,0,true,Horizontal,0,"Shadowgate (France).nes"
1082519184602564102,NTSC,,,,1,16,8,0,2,false,SingleScreenA,0,"Miracle Piano Teaching System, The (USA).nes"
1098320969150158137,PAL,,,,4,4,8,0,0,false,Vertical,0,"Tecmo World Cup Soccer (Europe).nes"
1115964868347938604,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Koushien (Japan).nes"
1136458347907941263,NTSC,,,,4,16,32,0,0,true,Horizontal,0,"King\'s Quest V (USA).nes"
1144964468899305872,NTSC,,,,5,16,16,0,4,true,Horizontal,0,"Nobunaga no Yabou - Sengoku Gunyuu Den (Japan) (Rev A).nes"
1145525900659118471,PAL,,,,3,2,4,0,0,false,Vertical,0,"Star Force (Europe).nes"
1156317020467015859,NTSC,,,,0,1,1,0,0,false,Horizontal,0,"Kekkyoku Nankyoku Daibouken (Japan).nes"
1157686109132939860,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Matendouji (Japan).nes"
1162855061085608240,PAL,,,,4,8,16,0,0,false,Vertical,0,"Low G Man - The Low Gravity Man (Europe).nes"
1165802122774177632,PAL,,,,4,16,16,0,0,false,Horizontal,0,"Super Mario Bros. 3 (Europe).nes"
1215569067297396364,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Adventures in the Magic Kingdom (USA).nes"
1225125150939925545,PAL,,,,4,8,16,0,0,true,Horizontal,0,"Shadowgate (Europe).nes"
1233306885281747099,NTSC,,,,1,8,16,0,2,true,SingleScreenA,0,"Ginga Eiyuu Densetsu (Japan).nes"
1241585751411730679,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Flying Warriors (USA).nes"
1248452836596292701,NTSC,,,,0,2,1,0,0,false,Horizontal,0,"Kidou Senshi Z Gundam - Hot Scramble (Japan) (Final Version).nes"
1253302747415206789,NTSC,,,,1,16,0,1,2,true,SingleScreenA,0,"Nobunaga\'s Ambition (USA).nes"
1259502726082413833,NTSC,,,,2,8,0,1,0,false,Horizontal,0,"Top Gun (USA) (Rev A).nes"
1275819220706555508,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Choujin Sentai Jetman (Japan).nes"
1292522180846580939,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Lethal Weapon (USA).nes"
1293208027955973226,NTSC,,,,1,16,0,1,2,false,SingleScreenA,0,"Princess Tomato in Salad Kingdom (USA) (Beta).nes"
1294344377843906546,NTSC,,,,3,2,4,0,0,false,Vertical,0,"Dash Galaxy in the Alien Asylum (USA).nes"
1296048605219131605,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Cool World (USA).nes"
1297582059877016810,PAL,,,,4,8,16,0,0,false,Horizontal,0,"Werewolf - The Last Warrior (Europe).nes"
1312094018378592582,NTSC,,,,0,1,1,0,0,false,Horizontal,0,"BurgerTime (USA).nes"
1313529966281280806,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Dragon Fighter (Japan).nes"
1313982855424629333,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Toxic Crusaders (USA).nes"
1318227121462093138,NTSC,,,,0,1,1,0,0,false,Horizontal,0,"Ice Climber (Japan).nes"
1322229877067731714,NTSC,,,,0,1,1,0,0,false,Horizontal,0,"Exerion (Japan) (En).nes"
1329847040086126526,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Tecmo Bowl (Japan).nes"
1329905013543991490,NTSC,,,,0,1,1,0,0,false,Horizontal,0,"Pyramid (USA) (Rev 1) (Unl).nes"
1330306130423597025,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Operation Wolf (USA) (Rev 0A).nes"
1344942428724561840,PAL,,,,0,4,8,0,0,false,Vertical,0,"Silent Assault (Asia) (PAL) (Unl).nes"
1347306635474416780,NTSC,,,,3,2,8,0,0,false,Vertical,0,"Bubble Bath Babes (USA) (Unl).nes"
1362937544166521271,NTSC,,,,1,8,16,0,2,true,SingleScreenA,0,"Derby Stallion - Zenkoku Ban (Japan).nes"
1364373714355695034,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Castlevania (USA).nes"
1370857820515572552,NTSC,,,,1,16,16,0,2,false,SingleScreenA,0,"Bases Loaded II - Second Season (USA).nes"
1387756152284226542,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Superman (USA).nes"
1393071422802267176,NTSC,,,,4,8,4,0,0,false,Horizontal,0,"Family Circuit (Japan).nes"
1401473199458432679,PAL,,,,1,8,16,0,2,false,SingleScreenA,0,"Adventures of Rad Gravity, The (Europe).nes"
1408213162231091742,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Sou Setsu Ryuu II - The Revenge (Japan).nes"
1413855563143445862,NTSC,,,,1,16,0,1,2,true,SingleScreenA,0,"Final Fantasy (Japan) (Rev B).nes"
1432566497336534116,PAL,,,,2,8,0,1,0,false,Vertical,0,"Kick Off (Europe).nes"
1447083298274206982,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Takahashi Meijin no Bouken-jima III (Japan).nes"
1454933158803763378,NTSC,,,,0,1,1,0,0,false,Vertical,0,"Nintendo World Class Service - Power Pad Test Cartridge (USA).nes"
1464289757106637973,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"RoboCop (USA) (Beta).nes"
1464660463864455176,NTSC,,,,1,16,0,1,2,true,SingleScreenA,0,"Advanced Dungeons & Dragons - Hillsfar (USA).nes"
1479106123386743431,PAL,,,,4,8,16,0,0,false,Horizontal,0,"Mighty Final Fight (Europe).nes"
1486133095206663621,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Adventures in the Magic Kingdom (USA) (Beta 1).nes"
1493879051822375706,PAL,,,,4,8,16,0,0,false,Horizontal,0,"Kabuki - Quantum Fighter (Europe).nes"
1494683762871153537,PAL,,,,7,16,0,1,0,false,Horizontal,0,"Battletoads-Double Dragon (Europe).nes"
1499784473157776614,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Gojira (Japan).nes"
1512335463054102894,PAL,,,,4,8,16,0,0,false,Horizontal,0,"Batman - The Video Game (Europe).nes"
1514944952960735876,NTSC,,,,0,2,1,0,0,false,Vertical,0,"Spy vs Spy (USA).nes"
1525019161461517159,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Sword Master (Japan).nes"
1538495453997321840,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Wayne\'s World (USA).nes"
1545889436209420789,NTSC,,,,1,8,16,0,2,true,SingleScreenA,0,"Baseball Stars (USA).nes"
1561863454039278303,PAL,,,,1,8,16,0,2,false,SingleScreenA,0,"Die Hard (Europe).nes"
1571950367126826222,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Super Rugby (Japan).nes"
1580695646984973982,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Toki no Tabibito (Japan).nes"
1594178979959132677,NTSC,,,,4,32,32,0,0,true,Horizontal,0,"Kirby\'s Adventure (USA) (Rev A).nes"
1604966243148650687,PAL,,,,4,8,8,0,0,false,Vertical,0,"Yoshi\'s Cookie (Europe).nes"
1608388339940920010,NTSC,,,,1,16,0,1,2,true,SingleScreenA,0,"Zoids 2 - Zenebas no Gyakushuu (Japan).nes"
1617107871414364724,NTSC,,,,2,8,0,1,0,false,Vertical,0,"JJ (Japan).nes"
1635867659711133726,PAL,,,,3,2,4,0,0,false,Horizontal,0,"Puzznic (Europe).nes"
1643685591465519873,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Color a Dinosaur (USA).nes"
1668226054099973956,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Nekketsu! Street Basket - Ganbare Dunk Heroes (Japan).nes"
1678978696460216527,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Chevaliers du Zodiaque, Les - La Legende d\'Or (France).nes"
1689927253818034375,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Super Real Baseball \'88 (Japan).nes"
1692317761247257072,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Dino-Hockey (USA) (Proto).nes"
1695770563169052267,NTSC,,,,0,2,1,0,0,false,Horizontal,0,"Clu Clu Land (USA) (GameCube Edition).nes"
1696579811438042539,NTSC,,,,0,2,1,0,0,false,Horizontal,0,"Chou Fuyuu Yousai Exed Exes (Japan).nes"
1704147464131795973,NTSC,,,,4,32,0,1,0,true,Horizontal,0,"Last Armageddon (Japan).nes"
1741937976495848040,PAL,,,,7,8,0,1,0,false,Horizontal,0,"Ivan \'Ironman\' Stewart\'s Super Off Road (Europe).nes"
1757691093237108832,NTSC,,,,1,16,0,1,2,true,SingleScreenA,0,"Sangokushi (Japan) (Rev A).nes"
1765505596709253723,NTSC,,,,1,8,16,0,2,true,SingleScreenA,0,"Famicom Shougi - Ryuuousen (Japan).nes"
1774302580514406335,NTSC,,,,1,16,0,1,2,false,SingleScreenA,0,"Princess Tomato in the Salad Kingdom (USA).nes"
1775453284192051578,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Kamen no Ninja - Akakage (Japan).nes"
1779542458548606188,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Time Zone (Japan).nes"
1789781919120596700,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Platoon (USA).nes"
1793059607836269604,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Punisher, The (USA).nes"
1807278188370674099,PAL,,,,4,8,16,0,0,false,Horizontal,0,"Smash T.V. (Europe).nes"
1814408174558957842,NTSC,,,,0,1,1,0,0,false,Horizontal,0,"Popeye (World) (Rev A).nes"
1815274998923440220,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Moeru! Oniisan (Japan).nes"
1817641727327660609,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Tom Sawyer no Bouken (Japan).nes"
1823175525741234149,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"World Super Tennis (Japan).nes"
1840448751816368382,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Star Trek V - The Final Frontier (Unknown) (Proto).nes"
1853589882673937928,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Trog! (USA).nes"
1867303897644743181,NTSC,,,,7,16,0,1,0,false,Horizontal,0,"Double Dare (USA).nes"
1883547823449694159,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Home Alone (USA) (Rev A).nes"
1890025415467533925,NTSC,,,,3,2,4,0,0,false,Horizontal,0,"Dynamite Bowl (Japan) (Rev A).nes"
1893298214997812823,NTSC,,,,4,8,32,0,0,false,Horizontal,0,"Toki (USA).nes"
1916116194885483290,NTSC,,,,4,16,32,0,0,false,Vertical,0,"F-15 Strike Eagle (Sweden) (Sv,Da,Fi).nes"
1917573350783559394,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Thunderbirds (Japan).nes"
1930091612456033978,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Chip to Dale no Daisakusen (Japan).nes"
1932331118560153898,NTSC,,,,1,2,2,0,2,false,SingleScreenA,0,"Tetris (USA).nes"
1947540270387636242,NTSC,,,,4,16,16,0,0,true,Horizontal,0,"Hissatsu Shigoto Nin (Japan).nes"
1951309191120029145,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Red Arremer II (Japan).nes"
1964365567072796693,NTSC,,,,3,2,4,0,0,false,Vertical,0,"Town & Country Surf Designs - Wood & Water Rage (USA).nes"
1972018733765560390,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Eliminator Boat Duel (USA).nes"
1976839362480098149,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Ike Ike! Nekketsu Hockey-bu - Subette Koronde Dairantou (Japan).nes"
2000577936504668497,NTSC,,,,0,1,1,0,0,false,Vertical,0,"Urban Champion (World).nes"
2002964919917063177,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"Airwolf (Japan).nes"
2005575582210673493,NTSC,,,,3,2,4,0,0,false,Horizontal,0,"Ghostbusters (Japan) (Beta).nes"
2006107678893211366,NTSC,,,,66,8,4,0,0,false,Vertical,0,"Paris-Dakar Rally Special (Japan).nes"
2016636346355400732,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Mafat Conspiracy, The (USA).nes"
2018902270027646413,NTSC,,,,0,1,1,0,0,false,Vertical,0,"Gomoku Narabe (Japan).nes"
2022442353345542230,NTSC,,,,1,8,16,0,2,false,SingleScreenA,0,"RoadBlasters (USA).nes"
2030893603833713113,NTSC,,,,3,2,4,0,0,false,Vertical,0,"Gradius (Japan).nes"
2035845099783856281,NTSC,,,,1,8,0,1,2,false,SingleScreenA,0,"Great Deal (Japan).nes"
2039445333100767346,NTSC,,,,4,8,16,0,0,false,Horizontal,0,"Ninja Ryuuken Den II - Ankoku no Jashin Ken (Japan).nes"
2046141279740360518,NTSC,,,,1,16,0,1,2,false,SingleScreenA,0,"Reigen Doushi (Japan).nes"
2048944478451932566,NTSC,,,,2,8,0,1,0,false,Vertical,0,"Flight of the Intruder (USA).nes"
